"","X","Participant.Private.ID","Participant.Status","Task.Name","branch.53l8","display","Trial.Number","Reaction.Time","Attempt","Correct","valid","trial_type","music_reading_ability"
"2805",36507,6019265,"complete","EXPERIMENT1b","nonreaders","trial",22,989.7,1,1,"valid","valid","nonreaders"
"2806",36519,6019265,"complete","EXPERIMENT1b","nonreaders","trial",23,2075.5,1,1,"neutral","neutral","nonreaders"
"2807",36550,6126428,"complete","block a","musicreaders","trial",1,2973.9,1,1,"neutral","neutral","musicreaders"
"2808",36562,6126428,"complete","block a","musicreaders","trial",2,2909.6,1,0,"invalid","invalid","musicreaders"
"2809",36574,6126428,"complete","block a","musicreaders","trial",3,1599.3,1,1,"neutral","neutral","musicreaders"
"2810",36586,6126428,"complete","block a","musicreaders","trial",4,1936,1,1,"neutral","neutral","musicreaders"
"2811",36598,6126428,"complete","block a","musicreaders","trial",5,1681.3,1,0,"valid","valid","musicreaders"
"2812",36610,6126428,"complete","block a","musicreaders","trial",6,4480.4,1,1,"valid","valid","musicreaders"
"2813",36622,6126428,"complete","block a","musicreaders","trial",7,2683.6,1,1,"valid","valid","musicreaders"
"2814",36634,6126428,"complete","block a","musicreaders","trial",8,1436.4,1,1,"valid","valid","musicreaders"
"2815",36646,6126428,"complete","block a","musicreaders","trial",9,1426.6,1,0,"valid","valid","musicreaders"
"2816",36658,6126428,"complete","block a","musicreaders","trial",10,2449.3,1,1,"invalid","invalid","musicreaders"
"2817",36670,6126428,"complete","block a","musicreaders","trial",11,2358.7,1,1,"valid","valid","musicreaders"
"2818",36682,6126428,"complete","block a","musicreaders","trial",12,2672.8,1,1,"valid","valid","musicreaders"
"2819",36694,6126428,"complete","block a","musicreaders","trial",13,2661.4,1,1,"valid","valid","musicreaders"
"2820",36706,6126428,"complete","block a","musicreaders","trial",14,1502.5,1,1,"valid","valid","musicreaders"
"2821",36718,6126428,"complete","block a","musicreaders","trial",15,1379.1,1,1,"valid","valid","musicreaders"
"2822",36730,6126428,"complete","block a","musicreaders","trial",16,2294.8,1,1,"neutral","neutral","musicreaders"
"2823",36742,6126428,"complete","block a","musicreaders","trial",17,2466.7,1,1,"invalid","invalid","musicreaders"
"2824",36754,6126428,"complete","block a","musicreaders","trial",18,2121.8,1,1,"valid","valid","musicreaders"
"2825",36766,6126428,"complete","block a","musicreaders","trial",19,1627.8,1,0,"valid","valid","musicreaders"
"2826",36778,6126428,"complete","block a","musicreaders","trial",20,1554.1,1,1,"valid","valid","musicreaders"
"2827",36790,6126428,"complete","block a","musicreaders","trial",21,1421,1,1,"valid","valid","musicreaders"
"2828",36802,6126428,"complete","block a","musicreaders","trial",22,1435.6,1,1,"invalid","invalid","musicreaders"
"2829",36814,6126428,"complete","block a","musicreaders","trial",23,2120.5,1,0,"valid","valid","musicreaders"
"2830",36844,6118099,"complete","block a","musicreaders","trial",1,1655.7,1,1,"valid","valid","musicreaders"
"2831",36856,6118099,"complete","block a","musicreaders","trial",2,1751.5,1,1,"valid","valid","musicreaders"
"2832",36868,6118099,"complete","block a","musicreaders","trial",3,8220.3,1,0,"valid","valid","musicreaders"
"2833",36880,6118099,"complete","block a","musicreaders","trial",4,2009.1,1,1,"invalid","invalid","musicreaders"
"2834",36892,6118099,"complete","block a","musicreaders","trial",5,1605.2,1,1,"valid","valid","musicreaders"
"2835",36904,6118099,"complete","block a","musicreaders","trial",6,4703.5,1,1,"valid","valid","musicreaders"
"2836",36916,6118099,"complete","block a","musicreaders","trial",7,3867.2,1,1,"valid","valid","musicreaders"
"2837",36928,6118099,"complete","block a","musicreaders","trial",8,3394.9,1,1,"valid","valid","musicreaders"
"2838",36940,6118099,"complete","block a","musicreaders","trial",9,8919.8,1,1,"neutral","neutral","musicreaders"
"2839",36952,6118099,"complete","block a","musicreaders","trial",10,3359.3,1,1,"valid","valid","musicreaders"
"2840",36964,6118099,"complete","block a","musicreaders","trial",11,5953.5,1,1,"neutral","neutral","musicreaders"
"2841",36976,6118099,"complete","block a","musicreaders","trial",12,2538.7,1,1,"valid","valid","musicreaders"
"2842",36988,6118099,"complete","block a","musicreaders","trial",13,2478.4,1,1,"valid","valid","musicreaders"
"2843",37000,6118099,"complete","block a","musicreaders","trial",14,3374.1,1,1,"valid","valid","musicreaders"
"2844",37012,6118099,"complete","block a","musicreaders","trial",15,4598.6,1,1,"invalid","invalid","musicreaders"
"2845",37024,6118099,"complete","block a","musicreaders","trial",16,2459.8,1,1,"valid","valid","musicreaders"
"2846",37036,6118099,"complete","block a","musicreaders","trial",17,4006.8,1,1,"neutral","neutral","musicreaders"
"2847",37048,6118099,"complete","block a","musicreaders","trial",18,1628.2,1,1,"valid","valid","musicreaders"
"2848",37060,6118099,"complete","block a","musicreaders","trial",19,1859,1,1,"invalid","invalid","musicreaders"
"2849",37072,6118099,"complete","block a","musicreaders","trial",20,1900,1,1,"neutral","neutral","musicreaders"
"2850",37084,6118099,"complete","block a","musicreaders","trial",21,4444.8,1,1,"valid","valid","musicreaders"
"2851",37096,6118099,"complete","block a","musicreaders","trial",22,2448.4,1,1,"valid","valid","musicreaders"
"2852",37108,6118099,"complete","block a","musicreaders","trial",23,4653.2,1,1,"invalid","invalid","musicreaders"
"2876",37433,5628783,"complete","block b","musicreaders","trial",1,3704,1,1,"valid","valid","musicreaders"
"2877",37445,5628783,"complete","block b","musicreaders","trial",2,1900,1,0,"neutral","neutral","musicreaders"
"2878",37457,5628783,"complete","block b","musicreaders","trial",3,2284,1,0,"invalid","invalid","musicreaders"
"2879",37469,5628783,"complete","block b","musicreaders","trial",4,1259,1,0,"invalid","invalid","musicreaders"
"2880",37481,5628783,"complete","block b","musicreaders","trial",5,3628,1,0,"valid","valid","musicreaders"
"2881",37493,5628783,"complete","block b","musicreaders","trial",6,1206,1,1,"valid","valid","musicreaders"
"2882",37505,5628783,"complete","block b","musicreaders","trial",7,1048,1,0,"valid","valid","musicreaders"
"2883",37517,5628783,"complete","block b","musicreaders","trial",8,1681,1,1,"valid","valid","musicreaders"
"2884",37529,5628783,"complete","block b","musicreaders","trial",9,1614,1,1,"neutral","neutral","musicreaders"
"2885",37541,5628783,"complete","block b","musicreaders","trial",10,4289,1,0,"valid","valid","musicreaders"
"2886",37553,5628783,"complete","block b","musicreaders","trial",11,1681,1,1,"valid","valid","musicreaders"
"2887",37565,5628783,"complete","block b","musicreaders","trial",12,2709,1,0,"neutral","neutral","musicreaders"
"2888",37577,5628783,"complete","block b","musicreaders","trial",13,2056,1,0,"valid","valid","musicreaders"
"2889",37589,5628783,"complete","block b","musicreaders","trial",14,2675,1,1,"valid","valid","musicreaders"
"2890",37601,5628783,"complete","block b","musicreaders","trial",15,1130,1,0,"invalid","invalid","musicreaders"
"2891",37613,5628783,"complete","block b","musicreaders","trial",16,2423,1,1,"invalid","invalid","musicreaders"
"2892",37625,5628783,"complete","block b","musicreaders","trial",17,3040,1,0,"valid","valid","musicreaders"
"2893",37637,5628783,"complete","block b","musicreaders","trial",18,1663,1,1,"valid","valid","musicreaders"
"2894",37649,5628783,"complete","block b","musicreaders","trial",19,1190,1,1,"valid","valid","musicreaders"
"2895",37661,5628783,"complete","block b","musicreaders","trial",20,1581,1,1,"valid","valid","musicreaders"
"2896",37673,5628783,"complete","block b","musicreaders","trial",21,2427,1,1,"neutral","neutral","musicreaders"
"2897",37685,5628783,"complete","block b","musicreaders","trial",22,2486,1,1,"valid","valid","musicreaders"
"2898",37697,5628783,"complete","block b","musicreaders","trial",23,2132,1,1,"valid","valid","musicreaders"
"2899",37727,5629186,"complete","block b","musicreaders","trial",1,2677.9,1,1,"valid","valid","musicreaders"
"2900",37739,5629186,"complete","block b","musicreaders","trial",2,1987.1,1,1,"valid","valid","musicreaders"
"2901",37751,5629186,"complete","block b","musicreaders","trial",3,2596.3,1,0,"valid","valid","musicreaders"
"2902",37763,5629186,"complete","block b","musicreaders","trial",4,3380.8,1,0,"neutral","neutral","musicreaders"
"2903",37775,5629186,"complete","block b","musicreaders","trial",5,2046.1,1,1,"valid","valid","musicreaders"
"2904",37787,5629186,"complete","block b","musicreaders","trial",6,1863.8,1,0,"invalid","invalid","musicreaders"
"2905",37799,5629186,"complete","block b","musicreaders","trial",7,4471.9,1,1,"invalid","invalid","musicreaders"
"2906",37811,5629186,"complete","block b","musicreaders","trial",8,2527.9,1,1,"valid","valid","musicreaders"
"2907",37823,5629186,"complete","block b","musicreaders","trial",9,1866,1,0,"valid","valid","musicreaders"
"2908",37835,5629186,"complete","block b","musicreaders","trial",10,2729.2,1,0,"valid","valid","musicreaders"
"2909",37847,5629186,"complete","block b","musicreaders","trial",11,3119.4,1,1,"valid","valid","musicreaders"
"2910",37859,5629186,"complete","block b","musicreaders","trial",12,3299.1,1,1,"valid","valid","musicreaders"
"2911",37871,5629186,"complete","block b","musicreaders","trial",13,2946.6,1,0,"neutral","neutral","musicreaders"
"2912",37883,5629186,"complete","block b","musicreaders","trial",14,3544.6,1,1,"valid","valid","musicreaders"
"2913",37895,5629186,"complete","block b","musicreaders","trial",15,2579.5,1,1,"neutral","neutral","musicreaders"
"2914",37907,5629186,"complete","block b","musicreaders","trial",16,2751.7,1,1,"valid","valid","musicreaders"
"2915",37919,5629186,"complete","block b","musicreaders","trial",17,2180,1,1,"invalid","invalid","musicreaders"
"2916",37931,5629186,"complete","block b","musicreaders","trial",18,2683.6,1,0,"invalid","invalid","musicreaders"
"2917",37943,5629186,"complete","block b","musicreaders","trial",19,2183.2,1,1,"neutral","neutral","musicreaders"
"2918",37955,5629186,"complete","block b","musicreaders","trial",20,3660.4,1,1,"valid","valid","musicreaders"
"2919",37967,5629186,"complete","block b","musicreaders","trial",21,3041.8,1,1,"valid","valid","musicreaders"
"2920",37979,5629186,"complete","block b","musicreaders","trial",22,2485.2,1,1,"valid","valid","musicreaders"
"2921",37991,5629186,"complete","block b","musicreaders","trial",23,2126.1,1,1,"valid","valid","musicreaders"
"2922",38021,5645045,"complete","block b","musicreaders","trial",1,2353.6,1,1,"valid","valid","musicreaders"
"2923",38033,5645045,"complete","block b","musicreaders","trial",2,2384.5,1,0,"valid","valid","musicreaders"
"2924",38045,5645045,"complete","block b","musicreaders","trial",3,4068.4,1,1,"neutral","neutral","musicreaders"
"2925",38057,5645045,"complete","block b","musicreaders","trial",4,1432,1,1,"invalid","invalid","musicreaders"
"2926",38069,5645045,"complete","block b","musicreaders","trial",5,2578.8,1,1,"valid","valid","musicreaders"
"2927",38081,5645045,"complete","block b","musicreaders","trial",6,1274.1,1,1,"valid","valid","musicreaders"
"2928",38093,5645045,"complete","block b","musicreaders","trial",7,1803.3,1,1,"valid","valid","musicreaders"
"2929",38105,5645045,"complete","block b","musicreaders","trial",8,1652.8,1,1,"valid","valid","musicreaders"
"2930",38117,5645045,"complete","block b","musicreaders","trial",9,2640.8,1,1,"neutral","neutral","musicreaders"
"2931",38129,5645045,"complete","block b","musicreaders","trial",10,3425.4,1,1,"valid","valid","musicreaders"
"2932",38141,5645045,"complete","block b","musicreaders","trial",11,3387.7,1,1,"valid","valid","musicreaders"
"2933",38153,5645045,"complete","block b","musicreaders","trial",12,2622.3,1,1,"neutral","neutral","musicreaders"
"2934",38165,5645045,"complete","block b","musicreaders","trial",13,2416,1,1,"invalid","invalid","musicreaders"
"2935",38177,5645045,"complete","block b","musicreaders","trial",14,2370.6,1,1,"valid","valid","musicreaders"
"2936",38189,5645045,"complete","block b","musicreaders","trial",15,2923.8,1,0,"neutral","neutral","musicreaders"
"2937",38201,5645045,"complete","block b","musicreaders","trial",16,1746.1,1,1,"valid","valid","musicreaders"
"2938",38213,5645045,"complete","block b","musicreaders","trial",17,3300.3,1,1,"invalid","invalid","musicreaders"
"2939",38225,5645045,"complete","block b","musicreaders","trial",18,2338.4,1,1,"valid","valid","musicreaders"
"2940",38237,5645045,"complete","block b","musicreaders","trial",19,2680.7,1,1,"valid","valid","musicreaders"
"2941",38249,5645045,"complete","block b","musicreaders","trial",20,2198.8,1,1,"invalid","invalid","musicreaders"
"2942",38261,5645045,"complete","block b","musicreaders","trial",21,2374.6,1,1,"valid","valid","musicreaders"
"2943",38273,5645045,"complete","block b","musicreaders","trial",22,3171.5,1,1,"valid","valid","musicreaders"
"2944",38285,5645045,"complete","block b","musicreaders","trial",23,2846.5,1,0,"valid","valid","musicreaders"
"2945",38315,5648092,"complete","block b","musicreaders","trial",1,3199,1,1,"invalid","invalid","musicreaders"
"2946",38327,5648092,"complete","block b","musicreaders","trial",2,5332.3,1,1,"valid","valid","musicreaders"
"2947",38339,5648092,"complete","block b","musicreaders","trial",3,7357.5,1,1,"valid","valid","musicreaders"
"2948",38351,5648092,"complete","block b","musicreaders","trial",4,1898.9,1,1,"valid","valid","musicreaders"
"2949",38363,5648092,"complete","block b","musicreaders","trial",5,5067.6,1,1,"valid","valid","musicreaders"
"2950",38375,5648092,"complete","block b","musicreaders","trial",6,2542.1,1,1,"valid","valid","musicreaders"
"2951",38387,5648092,"complete","block b","musicreaders","trial",7,1115.1,1,1,"valid","valid","musicreaders"
"2952",38399,5648092,"complete","block b","musicreaders","trial",8,4434.3,1,1,"invalid","invalid","musicreaders"
"2953",38411,5648092,"complete","block b","musicreaders","trial",9,2535.5,1,1,"invalid","invalid","musicreaders"
"2954",38423,5648092,"complete","block b","musicreaders","trial",10,2529.5,1,0,"neutral","neutral","musicreaders"
"2955",38435,5648092,"complete","block b","musicreaders","trial",11,3744.8,1,1,"valid","valid","musicreaders"
"2956",38447,5648092,"complete","block b","musicreaders","trial",12,1942.1,1,1,"neutral","neutral","musicreaders"
"2957",38459,5648092,"complete","block b","musicreaders","trial",13,1916,1,1,"valid","valid","musicreaders"
"2958",38471,5648092,"complete","block b","musicreaders","trial",14,3074.3,1,1,"valid","valid","musicreaders"
"2959",38483,5648092,"complete","block b","musicreaders","trial",15,3636.5,1,1,"valid","valid","musicreaders"
"2960",38495,5648092,"complete","block b","musicreaders","trial",16,3093.7,1,1,"valid","valid","musicreaders"
"2961",38507,5648092,"complete","block b","musicreaders","trial",17,2279.5,1,1,"neutral","neutral","musicreaders"
"2962",38519,5648092,"complete","block b","musicreaders","trial",18,2644,1,1,"valid","valid","musicreaders"
"2963",38531,5648092,"complete","block b","musicreaders","trial",19,3340.5,1,0,"valid","valid","musicreaders"
"2964",38543,5648092,"complete","block b","musicreaders","trial",20,2628.6,1,1,"invalid","invalid","musicreaders"
"2965",38555,5648092,"complete","block b","musicreaders","trial",21,1995.7,1,1,"valid","valid","musicreaders"
"2966",38567,5648092,"complete","block b","musicreaders","trial",22,2799.1,1,0,"valid","valid","musicreaders"
"2967",38579,5648092,"complete","block b","musicreaders","trial",23,5026.3,1,1,"neutral","neutral","musicreaders"
"2968",38609,5693788,"complete","block b","musicreaders","trial",1,7683,1,0,"valid","valid","musicreaders"
"2969",38621,5693788,"complete","block b","musicreaders","trial",2,4139.6,1,1,"invalid","invalid","musicreaders"
"2970",38633,5693788,"complete","block b","musicreaders","trial",3,3613.6,1,1,"neutral","neutral","musicreaders"
"2971",38645,5693788,"complete","block b","musicreaders","trial",4,4586.1,1,0,"valid","valid","musicreaders"
"2972",38657,5693788,"complete","block b","musicreaders","trial",5,7599.3,1,1,"valid","valid","musicreaders"
"2973",38669,5693788,"complete","block b","musicreaders","trial",6,9244.8,1,0,"valid","valid","musicreaders"
"2974",38681,5693788,"complete","block b","musicreaders","trial",7,2809,1,1,"valid","valid","musicreaders"
"2975",38693,5693788,"complete","block b","musicreaders","trial",8,842.4,1,0,"neutral","neutral","musicreaders"
"2976",38705,5693788,"complete","block b","musicreaders","trial",9,1281.6,1,1,"valid","valid","musicreaders"
"2977",38717,5693788,"complete","block b","musicreaders","trial",10,6223.7,1,1,"valid","valid","musicreaders"
"2978",38729,5693788,"complete","block b","musicreaders","trial",11,2214.7,1,0,"valid","valid","musicreaders"
"2979",38741,5693788,"complete","block b","musicreaders","trial",12,1450.4,1,1,"neutral","neutral","musicreaders"
"2980",38753,5693788,"complete","block b","musicreaders","trial",13,1494.4,1,1,"valid","valid","musicreaders"
"2981",38765,5693788,"complete","block b","musicreaders","trial",14,1166.8,1,1,"valid","valid","musicreaders"
"2982",38777,5693788,"complete","block b","musicreaders","trial",15,2751.2,1,0,"valid","valid","musicreaders"
"2983",38789,5693788,"complete","block b","musicreaders","trial",16,917.4,1,1,"invalid","invalid","musicreaders"
"2984",38801,5693788,"complete","block b","musicreaders","trial",17,3492.3,1,0,"valid","valid","musicreaders"
"2985",38813,5693788,"complete","block b","musicreaders","trial",18,1315.7,1,1,"valid","valid","musicreaders"
"2986",38825,5693788,"complete","block b","musicreaders","trial",19,2790.5,1,1,"invalid","invalid","musicreaders"
"2987",38837,5693788,"complete","block b","musicreaders","trial",20,5585.8,1,0,"valid","valid","musicreaders"
"2988",38849,5693788,"complete","block b","musicreaders","trial",21,1660.1,1,1,"invalid","invalid","musicreaders"
"2989",38861,5693788,"complete","block b","musicreaders","trial",22,7384.1,1,0,"neutral","neutral","musicreaders"
"2990",38873,5693788,"complete","block b","musicreaders","trial",23,829.6,1,0,"valid","valid","musicreaders"
"2991",38903,5697775,"complete","block b","musicreaders","trial",1,3141,1,0,"valid","valid","musicreaders"
"2992",38915,5697775,"complete","block b","musicreaders","trial",2,2969,1,1,"valid","valid","musicreaders"
"2993",38927,5697775,"complete","block b","musicreaders","trial",3,3461,1,1,"neutral","neutral","musicreaders"
"2994",38939,5697775,"complete","block b","musicreaders","trial",4,2481,1,0,"invalid","invalid","musicreaders"
"2995",38951,5697775,"complete","block b","musicreaders","trial",5,1518,1,0,"valid","valid","musicreaders"
"2996",38963,5697775,"complete","block b","musicreaders","trial",6,3521,1,1,"valid","valid","musicreaders"
"2997",38975,5697775,"complete","block b","musicreaders","trial",7,4324,1,0,"valid","valid","musicreaders"
"2998",38987,5697775,"complete","block b","musicreaders","trial",8,5154,1,1,"valid","valid","musicreaders"
"2999",38999,5697775,"complete","block b","musicreaders","trial",9,3717,1,0,"valid","valid","musicreaders"
"3000",39011,5697775,"complete","block b","musicreaders","trial",10,3259,1,0,"neutral","neutral","musicreaders"
"3001",39023,5697775,"complete","block b","musicreaders","trial",11,3470,1,0,"valid","valid","musicreaders"
"3002",39035,5697775,"complete","block b","musicreaders","trial",12,4686,1,1,"valid","valid","musicreaders"
"3003",39047,5697775,"complete","block b","musicreaders","trial",13,8969,1,1,"valid","valid","musicreaders"
"3004",39059,5697775,"complete","block b","musicreaders","trial",14,5745,1,0,"valid","valid","musicreaders"
"3005",39071,5697775,"complete","block b","musicreaders","trial",15,3542,1,1,"valid","valid","musicreaders"
"3006",39083,5697775,"complete","block b","musicreaders","trial",16,4963,1,0,"valid","valid","musicreaders"
"3007",39095,5697775,"complete","block b","musicreaders","trial",17,2107,1,1,"invalid","invalid","musicreaders"
"3008",39107,5697775,"complete","block b","musicreaders","trial",18,4150,1,0,"valid","valid","musicreaders"
"3009",39119,5697775,"complete","block b","musicreaders","trial",19,2083,1,1,"neutral","neutral","musicreaders"
"3010",39131,5697775,"complete","block b","musicreaders","trial",20,1611,1,0,"neutral","neutral","musicreaders"
"3011",39143,5697775,"complete","block b","musicreaders","trial",21,2486,1,0,"invalid","invalid","musicreaders"
"3012",39155,5697775,"complete","block b","musicreaders","trial",22,7369,1,0,"valid","valid","musicreaders"
"3013",39167,5697775,"complete","block b","musicreaders","trial",23,7879,1,0,"invalid","invalid","musicreaders"
"3014",39197,5732681,"complete","block b","musicreaders","trial",1,1271.4,1,1,"neutral","neutral","musicreaders"
"3015",39209,5732681,"complete","block b","musicreaders","trial",2,1037.7,1,1,"valid","valid","musicreaders"
"3016",39221,5732681,"complete","block b","musicreaders","trial",3,6246,1,0,"valid","valid","musicreaders"
"3017",39233,5732681,"complete","block b","musicreaders","trial",4,3170.8,1,0,"neutral","neutral","musicreaders"
"3018",39245,5732681,"complete","block b","musicreaders","trial",5,1278,1,1,"invalid","invalid","musicreaders"
"3019",39257,5732681,"complete","block b","musicreaders","trial",6,2779.5,1,1,"valid","valid","musicreaders"
"3020",39269,5732681,"complete","block b","musicreaders","trial",7,2182.9,1,1,"valid","valid","musicreaders"
"3021",39281,5732681,"complete","block b","musicreaders","trial",8,2512.9,1,1,"invalid","invalid","musicreaders"
"3022",39293,5732681,"complete","block b","musicreaders","trial",9,1205.1,1,1,"neutral","neutral","musicreaders"
"3023",39305,5732681,"complete","block b","musicreaders","trial",10,1444.4,1,0,"valid","valid","musicreaders"
"3024",39317,5732681,"complete","block b","musicreaders","trial",11,2706.7,1,0,"valid","valid","musicreaders"
"3025",39329,5732681,"complete","block b","musicreaders","trial",12,3763.6,1,1,"valid","valid","musicreaders"
"3026",39341,5732681,"complete","block b","musicreaders","trial",13,2361.6,1,1,"neutral","neutral","musicreaders"
"3027",39353,5732681,"complete","block b","musicreaders","trial",14,1035.1,1,1,"valid","valid","musicreaders"
"3028",39365,5732681,"complete","block b","musicreaders","trial",15,2842.8,1,1,"valid","valid","musicreaders"
"3029",39377,5732681,"complete","block b","musicreaders","trial",16,889,1,1,"valid","valid","musicreaders"
"3030",39389,5732681,"complete","block b","musicreaders","trial",17,1762.6,1,1,"valid","valid","musicreaders"
"3031",39401,5732681,"complete","block b","musicreaders","trial",18,2460.7,1,1,"valid","valid","musicreaders"
"3032",39413,5732681,"complete","block b","musicreaders","trial",19,1713.4,1,1,"valid","valid","musicreaders"
"3033",39425,5732681,"complete","block b","musicreaders","trial",20,1777.8,1,1,"valid","valid","musicreaders"
"3034",39437,5732681,"complete","block b","musicreaders","trial",21,2059.1,1,0,"invalid","invalid","musicreaders"
"3035",39449,5732681,"complete","block b","musicreaders","trial",22,1499.1,1,1,"invalid","invalid","musicreaders"
"3036",39461,5732681,"complete","block b","musicreaders","trial",23,1322.3,1,1,"valid","valid","musicreaders"
"3037",39491,5855254,"complete","block b","musicreaders","trial",1,4225,1,0,"valid","valid","musicreaders"
"3038",39503,5855254,"complete","block b","musicreaders","trial",2,3066,1,1,"neutral","neutral","musicreaders"
"3039",39515,5855254,"complete","block b","musicreaders","trial",3,2270,1,1,"valid","valid","musicreaders"
"3040",39527,5855254,"complete","block b","musicreaders","trial",4,2463,1,1,"valid","valid","musicreaders"
"3041",39539,5855254,"complete","block b","musicreaders","trial",5,3277,1,1,"valid","valid","musicreaders"
"3042",39551,5855254,"complete","block b","musicreaders","trial",6,2588,1,1,"valid","valid","musicreaders"
"3043",39563,5855254,"complete","block b","musicreaders","trial",7,2242,1,1,"invalid","invalid","musicreaders"
"3044",39575,5855254,"complete","block b","musicreaders","trial",8,3114,1,1,"invalid","invalid","musicreaders"
"3045",39587,5855254,"complete","block b","musicreaders","trial",9,1655,1,0,"invalid","invalid","musicreaders"
"3046",39599,5855254,"complete","block b","musicreaders","trial",10,1308,1,1,"valid","valid","musicreaders"
"3047",39611,5855254,"complete","block b","musicreaders","trial",11,5220,1,0,"valid","valid","musicreaders"
"3048",39623,5855254,"complete","block b","musicreaders","trial",12,1296,1,1,"valid","valid","musicreaders"
"3049",39635,5855254,"complete","block b","musicreaders","trial",13,2638,1,0,"neutral","neutral","musicreaders"
"3050",39647,5855254,"complete","block b","musicreaders","trial",14,1687,1,0,"valid","valid","musicreaders"
"3051",39659,5855254,"complete","block b","musicreaders","trial",15,3633,1,1,"valid","valid","musicreaders"
"3052",39671,5855254,"complete","block b","musicreaders","trial",16,1164,1,1,"valid","valid","musicreaders"
"3053",39683,5855254,"complete","block b","musicreaders","trial",17,1967,1,1,"valid","valid","musicreaders"
"3054",39695,5855254,"complete","block b","musicreaders","trial",18,2798,1,1,"valid","valid","musicreaders"
"3055",39707,5855254,"complete","block b","musicreaders","trial",19,2506,1,1,"valid","valid","musicreaders"
"3056",39719,5855254,"complete","block b","musicreaders","trial",20,2385,1,1,"neutral","neutral","musicreaders"
"3057",39731,5855254,"complete","block b","musicreaders","trial",21,1665,1,1,"neutral","neutral","musicreaders"
"3058",39743,5855254,"complete","block b","musicreaders","trial",22,1433,1,1,"valid","valid","musicreaders"
"3059",39755,5855254,"complete","block b","musicreaders","trial",23,3020,1,1,"invalid","invalid","musicreaders"
"3060",39785,5911449,"complete","block b","musicreaders","trial",1,4055.2,1,0,"neutral","neutral","musicreaders"
"3061",39797,5911449,"complete","block b","musicreaders","trial",2,1404.1,1,1,"neutral","neutral","musicreaders"
"3062",39809,5911449,"complete","block b","musicreaders","trial",3,1553.2,1,0,"valid","valid","musicreaders"
"3063",39821,5911449,"complete","block b","musicreaders","trial",4,1111.1,1,0,"neutral","neutral","musicreaders"
"3064",39833,5911449,"complete","block b","musicreaders","trial",5,1402.1,1,0,"valid","valid","musicreaders"
"3065",39845,5911449,"complete","block b","musicreaders","trial",6,2913.6,1,1,"invalid","invalid","musicreaders"
"3066",39857,5911449,"complete","block b","musicreaders","trial",7,1555,1,1,"valid","valid","musicreaders"
"3067",39869,5911449,"complete","block b","musicreaders","trial",8,2917.6,1,1,"valid","valid","musicreaders"
"3068",39881,5911449,"complete","block b","musicreaders","trial",9,1883.7,1,0,"neutral","neutral","musicreaders"
"3069",39893,5911449,"complete","block b","musicreaders","trial",10,1590.3,1,1,"valid","valid","musicreaders"
"3070",39905,5911449,"complete","block b","musicreaders","trial",11,1638.6,1,0,"valid","valid","musicreaders"
"3071",39917,5911449,"complete","block b","musicreaders","trial",12,7844.3,1,1,"valid","valid","musicreaders"
"3072",39929,5911449,"complete","block b","musicreaders","trial",13,3660.3,1,0,"invalid","invalid","musicreaders"
"3073",39941,5911449,"complete","block b","musicreaders","trial",14,1333.4,1,0,"valid","valid","musicreaders"
"3074",39953,5911449,"complete","block b","musicreaders","trial",15,3879.4,1,1,"valid","valid","musicreaders"
"3075",39965,5911449,"complete","block b","musicreaders","trial",16,12714.1,1,1,"valid","valid","musicreaders"
"3076",39977,5911449,"complete","block b","musicreaders","trial",17,2096.6,1,1,"valid","valid","musicreaders"
"3077",39989,5911449,"complete","block b","musicreaders","trial",18,2254.1,1,0,"valid","valid","musicreaders"
"3078",40001,5911449,"complete","block b","musicreaders","trial",19,2196.1,1,0,"valid","valid","musicreaders"
"3079",40013,5911449,"complete","block b","musicreaders","trial",20,1769.5,1,0,"valid","valid","musicreaders"
"3080",40025,5911449,"complete","block b","musicreaders","trial",21,7597.7,1,1,"invalid","invalid","musicreaders"
"3081",40037,5911449,"complete","block b","musicreaders","trial",22,5021,1,1,"valid","valid","musicreaders"
"3082",40049,5911449,"complete","block b","musicreaders","trial",23,6391.1,1,1,"invalid","invalid","musicreaders"
"3083",40079,6094448,"complete","block b","musicreaders","trial",1,2655,1,0,"valid","valid","musicreaders"
"3084",40091,6094448,"complete","block b","musicreaders","trial",2,1124,1,1,"valid","valid","musicreaders"
"3085",40103,6094448,"complete","block b","musicreaders","trial",3,1490,1,1,"valid","valid","musicreaders"
"3086",40115,6094448,"complete","block b","musicreaders","trial",4,1658,1,0,"valid","valid","musicreaders"
"3087",40127,6094448,"complete","block b","musicreaders","trial",5,1320,1,0,"invalid","invalid","musicreaders"
"3088",40139,6094448,"complete","block b","musicreaders","trial",6,5870,1,0,"neutral","neutral","musicreaders"
"3089",40151,6094448,"complete","block b","musicreaders","trial",7,2970,1,1,"invalid","invalid","musicreaders"
"3090",40163,6094448,"complete","block b","musicreaders","trial",8,1095,1,1,"valid","valid","musicreaders"
"3091",40175,6094448,"complete","block b","musicreaders","trial",9,1967,1,1,"valid","valid","musicreaders"
"3092",40187,6094448,"complete","block b","musicreaders","trial",10,3053,1,1,"invalid","invalid","musicreaders"
"3093",40199,6094448,"complete","block b","musicreaders","trial",11,2126,1,0,"valid","valid","musicreaders"
"3094",40211,6094448,"complete","block b","musicreaders","trial",12,1602,1,1,"valid","valid","musicreaders"
