"","X","Participant.Private.ID","Task.Name","branch.53l8.x","display","Trial.Number","Reaction.Time","Attempt","Correct","valid","trial_type","music_reading_ability","branch.53l8.y","BI_01","AE_mean","PA_mean","MT_mean","SA_mean","EM_mean","GM_mean"
"2796",2801,6019262,"EXPERIMENT1beasy","nonreaders","trial",18,4651.4,1,1,"valid","valid","nonreaders","nonreaders","drums",4.777777778,4.666666667,5.142857143,3,6.166666667,4.5
"2797",2775,6019262,"EXPERIMENT1b","nonreaders","trial",19,1955.4,1,1,"valid","valid","nonreaders","nonreaders","drums",4.777777778,4.666666667,5.142857143,3,6.166666667,4.5
"2798",2793,6019262,"EXPERIMENT1beasy","nonreaders","trial",19,2683.1,1,1,"invalid","invalid","nonreaders","nonreaders","drums",4.777777778,4.666666667,5.142857143,3,6.166666667,4.5
"2799",2763,6019262,"EXPERIMENT1b","nonreaders","trial",20,4994.6,1,0,"invalid","invalid","nonreaders","nonreaders","drums",4.777777778,4.666666667,5.142857143,3,6.166666667,4.5
"2800",2780,6019262,"EXPERIMENT1beasy","nonreaders","trial",20,4115.2,1,1,"valid","valid","nonreaders","nonreaders","drums",4.777777778,4.666666667,5.142857143,3,6.166666667,4.5
"2801",2761,6019262,"EXPERIMENT1b","nonreaders","trial",21,2464.9,1,1,"neutral","neutral","nonreaders","nonreaders","drums",4.777777778,4.666666667,5.142857143,3,6.166666667,4.5
"2802",2771,6019262,"EXPERIMENT1beasy","nonreaders","trial",21,1741.2,1,1,"valid","valid","nonreaders","nonreaders","drums",4.777777778,4.666666667,5.142857143,3,6.166666667,4.5
"2803",2762,6019262,"EXPERIMENT1b","nonreaders","trial",22,1618.1,1,1,"neutral","neutral","nonreaders","nonreaders","drums",4.777777778,4.666666667,5.142857143,3,6.166666667,4.5
"2804",2769,6019262,"EXPERIMENT1beasy","nonreaders","trial",22,2198.2,1,1,"neutral","neutral","nonreaders","nonreaders","drums",4.777777778,4.666666667,5.142857143,3,6.166666667,4.5
"2805",2770,6019262,"EXPERIMENT1beasy","nonreaders","trial",23,6186.5,1,1,"neutral","neutral","nonreaders","nonreaders","drums",4.777777778,4.666666667,5.142857143,3,6.166666667,4.5
"2806",2796,6019262,"EXPERIMENT1b","nonreaders","trial",23,4828.3,1,1,"valid","valid","nonreaders","nonreaders","drums",4.777777778,4.666666667,5.142857143,3,6.166666667,4.5
"2807",2813,6019265,"EXPERIMENT1b","nonreaders","trial",1,2261.5,1,0,"invalid","invalid","nonreaders","nonreaders","Drums",4.666666667,5.666666667,4,4,5.5,4.611111111
"2808",2826,6019265,"EXPERIMENT1beasy","nonreaders","trial",1,3899.2,1,1,"valid","valid","nonreaders","nonreaders","Drums",4.666666667,5.666666667,4,4,5.5,4.611111111
"2809",2807,6019265,"EXPERIMENT1b","nonreaders","trial",2,3095.9,1,1,"valid","valid","nonreaders","nonreaders","Drums",4.666666667,5.666666667,4,4,5.5,4.611111111
"2810",2814,6019265,"EXPERIMENT1beasy","nonreaders","trial",2,2275,1,1,"valid","valid","nonreaders","nonreaders","Drums",4.666666667,5.666666667,4,4,5.5,4.611111111
"2811",2808,6019265,"EXPERIMENT1b","nonreaders","trial",3,3114.5,1,1,"valid","valid","nonreaders","nonreaders","Drums",4.666666667,5.666666667,4,4,5.5,4.611111111
"2812",2815,6019265,"EXPERIMENT1beasy","nonreaders","trial",3,1484.3,1,1,"invalid","invalid","nonreaders","nonreaders","Drums",4.666666667,5.666666667,4,4,5.5,4.611111111
"2813",2809,6019265,"EXPERIMENT1b","nonreaders","trial",4,2510.5,1,1,"valid","valid","nonreaders","nonreaders","Drums",4.666666667,5.666666667,4,4,5.5,4.611111111
"2814",2816,6019265,"EXPERIMENT1beasy","nonreaders","trial",4,705.4,1,1,"valid","valid","nonreaders","nonreaders","Drums",4.666666667,5.666666667,4,4,5.5,4.611111111
"2815",2817,6019265,"EXPERIMENT1b","nonreaders","trial",5,16883.3,1,0,"valid","valid","nonreaders","nonreaders","Drums",4.666666667,5.666666667,4,4,5.5,4.611111111
"2816",2821,6019265,"EXPERIMENT1beasy","nonreaders","trial",5,2639.9,1,1,"neutral","neutral","nonreaders","nonreaders","Drums",4.666666667,5.666666667,4,4,5.5,4.611111111
"2817",2810,6019265,"EXPERIMENT1b","nonreaders","trial",6,6040.1,1,1,"neutral","neutral","nonreaders","nonreaders","Drums",4.666666667,5.666666667,4,4,5.5,4.611111111
"2818",2818,6019265,"EXPERIMENT1beasy","nonreaders","trial",6,1388.2,1,1,"valid","valid","nonreaders","nonreaders","Drums",4.666666667,5.666666667,4,4,5.5,4.611111111
"2819",2811,6019265,"EXPERIMENT1b","nonreaders","trial",7,5870.2,1,1,"valid","valid","nonreaders","nonreaders","Drums",4.666666667,5.666666667,4,4,5.5,4.611111111
"2820",2819,6019265,"EXPERIMENT1beasy","nonreaders","trial",7,1481.2,1,1,"valid","valid","nonreaders","nonreaders","Drums",4.666666667,5.666666667,4,4,5.5,4.611111111
"2821",2812,6019265,"EXPERIMENT1b","nonreaders","trial",8,1755,1,0,"valid","valid","nonreaders","nonreaders","Drums",4.666666667,5.666666667,4,4,5.5,4.611111111
"2822",2820,6019265,"EXPERIMENT1beasy","nonreaders","trial",8,1992.1,1,0,"valid","valid","nonreaders","nonreaders","Drums",4.666666667,5.666666667,4,4,5.5,4.611111111
"2823",2825,6019265,"EXPERIMENT1beasy","nonreaders","trial",9,1582.2,1,1,"invalid","invalid","nonreaders","nonreaders","Drums",4.666666667,5.666666667,4,4,5.5,4.611111111
"2824",2836,6019265,"EXPERIMENT1b","nonreaders","trial",9,2880.7,1,0,"valid","valid","nonreaders","nonreaders","Drums",4.666666667,5.666666667,4,4,5.5,4.611111111
"2825",2822,6019265,"EXPERIMENT1beasy","nonreaders","trial",10,1209,1,1,"valid","valid","nonreaders","nonreaders","Drums",4.666666667,5.666666667,4,4,5.5,4.611111111
"2826",2837,6019265,"EXPERIMENT1b","nonreaders","trial",10,2923.6,1,1,"valid","valid","nonreaders","nonreaders","Drums",4.666666667,5.666666667,4,4,5.5,4.611111111
"2827",2823,6019265,"EXPERIMENT1beasy","nonreaders","trial",11,2617.3,1,1,"neutral","neutral","nonreaders","nonreaders","Drums",4.666666667,5.666666667,4,4,5.5,4.611111111
"2828",2851,6019265,"EXPERIMENT1b","nonreaders","trial",11,1901.8,1,1,"invalid","invalid","nonreaders","nonreaders","Drums",4.666666667,5.666666667,4,4,5.5,4.611111111
"2829",2824,6019265,"EXPERIMENT1beasy","nonreaders","trial",12,2168.3,1,1,"valid","valid","nonreaders","nonreaders","Drums",4.666666667,5.666666667,4,4,5.5,4.611111111
"2830",2852,6019265,"EXPERIMENT1b","nonreaders","trial",12,2411.1,1,1,"neutral","neutral","nonreaders","nonreaders","Drums",4.666666667,5.666666667,4,4,5.5,4.611111111
"2831",2838,6019265,"EXPERIMENT1beasy","nonreaders","trial",13,2355.3,1,1,"valid","valid","nonreaders","nonreaders","Drums",4.666666667,5.666666667,4,4,5.5,4.611111111
"2832",2840,6019265,"EXPERIMENT1b","nonreaders","trial",13,1574.5,1,1,"invalid","invalid","nonreaders","nonreaders","Drums",4.666666667,5.666666667,4,4,5.5,4.611111111
"2833",2839,6019265,"EXPERIMENT1beasy","nonreaders","trial",14,964.8,1,1,"invalid","invalid","nonreaders","nonreaders","Drums",4.666666667,5.666666667,4,4,5.5,4.611111111
"2834",2841,6019265,"EXPERIMENT1b","nonreaders","trial",14,2215.3,1,1,"valid","valid","nonreaders","nonreaders","Drums",4.666666667,5.666666667,4,4,5.5,4.611111111
"2835",2827,6019265,"EXPERIMENT1beasy","nonreaders","trial",15,1374.4,1,1,"neutral","neutral","nonreaders","nonreaders","Drums",4.666666667,5.666666667,4,4,5.5,4.611111111
"2836",2842,6019265,"EXPERIMENT1b","nonreaders","trial",15,2252.9,1,0,"valid","valid","nonreaders","nonreaders","Drums",4.666666667,5.666666667,4,4,5.5,4.611111111
"2837",2828,6019265,"EXPERIMENT1beasy","nonreaders","trial",16,2153.6,1,0,"invalid","invalid","nonreaders","nonreaders","Drums",4.666666667,5.666666667,4,4,5.5,4.611111111
"2838",2843,6019265,"EXPERIMENT1b","nonreaders","trial",16,1787.6,1,1,"valid","valid","nonreaders","nonreaders","Drums",4.666666667,5.666666667,4,4,5.5,4.611111111
"2839",2829,6019265,"EXPERIMENT1beasy","nonreaders","trial",17,2155,1,0,"valid","valid","nonreaders","nonreaders","Drums",4.666666667,5.666666667,4,4,5.5,4.611111111
"2840",2844,6019265,"EXPERIMENT1b","nonreaders","trial",17,3820.6,1,0,"neutral","neutral","nonreaders","nonreaders","Drums",4.666666667,5.666666667,4,4,5.5,4.611111111
"2841",2830,6019265,"EXPERIMENT1beasy","nonreaders","trial",18,2822.7,1,1,"neutral","neutral","nonreaders","nonreaders","Drums",4.666666667,5.666666667,4,4,5.5,4.611111111
"2842",2845,6019265,"EXPERIMENT1b","nonreaders","trial",18,2717.8,1,0,"valid","valid","nonreaders","nonreaders","Drums",4.666666667,5.666666667,4,4,5.5,4.611111111
"2843",2831,6019265,"EXPERIMENT1beasy","nonreaders","trial",19,1100.8,1,1,"valid","valid","nonreaders","nonreaders","Drums",4.666666667,5.666666667,4,4,5.5,4.611111111
"2844",2846,6019265,"EXPERIMENT1b","nonreaders","trial",19,2304.5,1,1,"valid","valid","nonreaders","nonreaders","Drums",4.666666667,5.666666667,4,4,5.5,4.611111111
"2845",2832,6019265,"EXPERIMENT1beasy","nonreaders","trial",20,4137.9,1,0,"valid","valid","nonreaders","nonreaders","Drums",4.666666667,5.666666667,4,4,5.5,4.611111111
"2846",2847,6019265,"EXPERIMENT1b","nonreaders","trial",20,2852.1,1,1,"valid","valid","nonreaders","nonreaders","Drums",4.666666667,5.666666667,4,4,5.5,4.611111111
"2847",2833,6019265,"EXPERIMENT1beasy","nonreaders","trial",21,2315.8,1,0,"valid","valid","nonreaders","nonreaders","Drums",4.666666667,5.666666667,4,4,5.5,4.611111111
"2848",2848,6019265,"EXPERIMENT1b","nonreaders","trial",21,3213.2,1,0,"invalid","invalid","nonreaders","nonreaders","Drums",4.666666667,5.666666667,4,4,5.5,4.611111111
"2849",2834,6019265,"EXPERIMENT1beasy","nonreaders","trial",22,2569.9,1,1,"valid","valid","nonreaders","nonreaders","Drums",4.666666667,5.666666667,4,4,5.5,4.611111111
"2850",2849,6019265,"EXPERIMENT1b","nonreaders","trial",22,989.7,1,1,"valid","valid","nonreaders","nonreaders","Drums",4.666666667,5.666666667,4,4,5.5,4.611111111
"2851",2835,6019265,"EXPERIMENT1beasy","nonreaders","trial",23,2202.3,1,1,"valid","valid","nonreaders","nonreaders","Drums",4.666666667,5.666666667,4,4,5.5,4.611111111
"2852",2850,6019265,"EXPERIMENT1b","nonreaders","trial",23,2075.5,1,1,"neutral","neutral","nonreaders","nonreaders","Drums",4.666666667,5.666666667,4,4,5.5,4.611111111
"2853",2853,6019267,"EXPERIMENT 1a","musicreaders","trial",1,2530.7,1,1,"valid","valid","musicreaders","musicreaders","Clarinet",4.777777778,5.666666667,5.714285714,6,6,5.555555556
"2854",2855,6019267,"EXPERIMENT 1a","musicreaders","trial",2,2178.2,1,1,"valid","valid","musicreaders","musicreaders","Clarinet",4.777777778,5.666666667,5.714285714,6,6,5.555555556
"2855",2856,6019267,"EXPERIMENT 1a","musicreaders","trial",3,1351.8,1,1,"valid","valid","musicreaders","musicreaders","Clarinet",4.777777778,5.666666667,5.714285714,6,6,5.555555556
"2856",2857,6019267,"EXPERIMENT 1a","musicreaders","trial",4,2261.2,1,1,"neutral","neutral","musicreaders","musicreaders","Clarinet",4.777777778,5.666666667,5.714285714,6,6,5.555555556
"2857",2854,6019267,"EXPERIMENT 1a","musicreaders","trial",5,1358.4,1,1,"valid","valid","musicreaders","musicreaders","Clarinet",4.777777778,5.666666667,5.714285714,6,6,5.555555556
"2858",2859,6019267,"EXPERIMENT 1a","musicreaders","trial",6,3078.1,1,1,"invalid","invalid","musicreaders","musicreaders","Clarinet",4.777777778,5.666666667,5.714285714,6,6,5.555555556
"2859",2860,6019267,"EXPERIMENT 1a","musicreaders","trial",7,2108.7,1,1,"invalid","invalid","musicreaders","musicreaders","Clarinet",4.777777778,5.666666667,5.714285714,6,6,5.555555556
"2860",2861,6019267,"EXPERIMENT 1a","musicreaders","trial",8,2073.3,1,1,"valid","valid","musicreaders","musicreaders","Clarinet",4.777777778,5.666666667,5.714285714,6,6,5.555555556
"2861",2858,6019267,"EXPERIMENT 1a","musicreaders","trial",9,1526,1,1,"valid","valid","musicreaders","musicreaders","Clarinet",4.777777778,5.666666667,5.714285714,6,6,5.555555556
"2862",2874,6019267,"EXPERIMENT 1a","musicreaders","trial",10,1093.3,1,1,"valid","valid","musicreaders","musicreaders","Clarinet",4.777777778,5.666666667,5.714285714,6,6,5.555555556
"2863",2862,6019267,"EXPERIMENT 1a","musicreaders","trial",11,1350.5,1,1,"valid","valid","musicreaders","musicreaders","Clarinet",4.777777778,5.666666667,5.714285714,6,6,5.555555556
"2864",2863,6019267,"EXPERIMENT 1a","musicreaders","trial",12,1587.4,1,1,"invalid","invalid","musicreaders","musicreaders","Clarinet",4.777777778,5.666666667,5.714285714,6,6,5.555555556
"2865",2864,6019267,"EXPERIMENT 1a","musicreaders","trial",13,1943.5,1,1,"neutral","neutral","musicreaders","musicreaders","Clarinet",4.777777778,5.666666667,5.714285714,6,6,5.555555556
"2866",2865,6019267,"EXPERIMENT 1a","musicreaders","trial",14,1135.3,1,1,"valid","valid","musicreaders","musicreaders","Clarinet",4.777777778,5.666666667,5.714285714,6,6,5.555555556
"2867",2866,6019267,"EXPERIMENT 1a","musicreaders","trial",15,1518.6,1,1,"valid","valid","musicreaders","musicreaders","Clarinet",4.777777778,5.666666667,5.714285714,6,6,5.555555556
"2868",2867,6019267,"EXPERIMENT 1a","musicreaders","trial",16,1515.3,1,1,"valid","valid","musicreaders","musicreaders","Clarinet",4.777777778,5.666666667,5.714285714,6,6,5.555555556
"2869",2868,6019267,"EXPERIMENT 1a","musicreaders","trial",17,1685.1,1,1,"neutral","neutral","musicreaders","musicreaders","Clarinet",4.777777778,5.666666667,5.714285714,6,6,5.555555556
"2870",2869,6019267,"EXPERIMENT 1a","musicreaders","trial",18,1770.2,1,1,"invalid","invalid","musicreaders","musicreaders","Clarinet",4.777777778,5.666666667,5.714285714,6,6,5.555555556
"2871",2870,6019267,"EXPERIMENT 1a","musicreaders","trial",19,1129.4,1,1,"valid","valid","musicreaders","musicreaders","Clarinet",4.777777778,5.666666667,5.714285714,6,6,5.555555556
"2872",2871,6019267,"EXPERIMENT 1a","musicreaders","trial",20,2050,1,1,"neutral","neutral","musicreaders","musicreaders","Clarinet",4.777777778,5.666666667,5.714285714,6,6,5.555555556
"2873",2872,6019267,"EXPERIMENT 1a","musicreaders","trial",21,1658.1,1,1,"valid","valid","musicreaders","musicreaders","Clarinet",4.777777778,5.666666667,5.714285714,6,6,5.555555556
"2874",2873,6019267,"EXPERIMENT 1a","musicreaders","trial",22,1245.2,1,1,"valid","valid","musicreaders","musicreaders","Clarinet",4.777777778,5.666666667,5.714285714,6,6,5.555555556
"2875",2875,6019267,"EXPERIMENT 1a","musicreaders","trial",23,1892.3,1,1,"valid","valid","musicreaders","musicreaders","Clarinet",4.777777778,5.666666667,5.714285714,6,6,5.555555556
"2876",2881,6019280,"EXPERIMENT1beasy","nonreaders","trial",1,5176.6,1,1,"valid","valid","nonreaders","nonreaders","singing",4.888888889,5.333333333,4.714285714,5.571428571,5.333333333,5.333333333
"2877",2885,6019280,"EXPERIMENT1b","nonreaders","trial",1,5337.3,1,1,"valid","valid","nonreaders","nonreaders","singing",4.888888889,5.333333333,4.714285714,5.571428571,5.333333333,5.333333333
"2878",2883,6019280,"EXPERIMENT1beasy","nonreaders","trial",2,2120.9,1,1,"neutral","neutral","nonreaders","nonreaders","singing",4.888888889,5.333333333,4.714285714,5.571428571,5.333333333,5.333333333
"2879",2886,6019280,"EXPERIMENT1b","nonreaders","trial",2,8271.8,1,1,"valid","valid","nonreaders","nonreaders","singing",4.888888889,5.333333333,4.714285714,5.571428571,5.333333333,5.333333333
"2880",2880,6019280,"EXPERIMENT1beasy","nonreaders","trial",3,5737.5,1,1,"valid","valid","nonreaders","nonreaders","singing",4.888888889,5.333333333,4.714285714,5.571428571,5.333333333,5.333333333
"2881",2887,6019280,"EXPERIMENT1b","nonreaders","trial",3,3808.5,1,1,"valid","valid","nonreaders","nonreaders","singing",4.888888889,5.333333333,4.714285714,5.571428571,5.333333333,5.333333333
"2882",2888,6019280,"EXPERIMENT1b","nonreaders","trial",4,4998.6,1,0,"valid","valid","nonreaders","nonreaders","singing",4.888888889,5.333333333,4.714285714,5.571428571,5.333333333,5.333333333
"2883",2910,6019280,"EXPERIMENT1beasy","nonreaders","trial",4,3218.7,1,0,"valid","valid","nonreaders","nonreaders","singing",4.888888889,5.333333333,4.714285714,5.571428571,5.333333333,5.333333333
"2884",2879,6019280,"EXPERIMENT1b","nonreaders","trial",5,6110.5,1,1,"valid","valid","nonreaders","nonreaders","singing",4.888888889,5.333333333,4.714285714,5.571428571,5.333333333,5.333333333
"2885",2911,6019280,"EXPERIMENT1beasy","nonreaders","trial",5,2806,1,1,"valid","valid","nonreaders","nonreaders","singing",4.888888889,5.333333333,4.714285714,5.571428571,5.333333333,5.333333333
"2886",2877,6019280,"EXPERIMENT1b","nonreaders","trial",6,4142.4,1,1,"invalid","invalid","nonreaders","nonreaders","singing",4.888888889,5.333333333,4.714285714,5.571428571,5.333333333,5.333333333
"2887",2912,6019280,"EXPERIMENT1beasy","nonreaders","trial",6,1081.9,1,0,"valid","valid","nonreaders","nonreaders","singing",4.888888889,5.333333333,4.714285714,5.571428571,5.333333333,5.333333333
"2888",2891,6019280,"EXPERIMENT1b","nonreaders","trial",7,3100.1,1,1,"neutral","neutral","nonreaders","nonreaders","singing",4.888888889,5.333333333,4.714285714,5.571428571,5.333333333,5.333333333
"2889",2913,6019280,"EXPERIMENT1beasy","nonreaders","trial",7,3208.6,1,1,"valid","valid","nonreaders","nonreaders","singing",4.888888889,5.333333333,4.714285714,5.571428571,5.333333333,5.333333333
"2890",2905,6019280,"EXPERIMENT1b","nonreaders","trial",8,1805,1,1,"valid","valid","nonreaders","nonreaders","singing",4.888888889,5.333333333,4.714285714,5.571428571,5.333333333,5.333333333
"2891",2914,6019280,"EXPERIMENT1beasy","nonreaders","trial",8,2066.8,1,1,"valid","valid","nonreaders","nonreaders","singing",4.888888889,5.333333333,4.714285714,5.571428571,5.333333333,5.333333333
"2892",2893,6019280,"EXPERIMENT1b","nonreaders","trial",9,3191.1,1,1,"valid","valid","nonreaders","nonreaders","singing",4.888888889,5.333333333,4.714285714,5.571428571,5.333333333,5.333333333
"2893",2915,6019280,"EXPERIMENT1beasy","nonreaders","trial",9,3964,1,1,"valid","valid","nonreaders","nonreaders","singing",4.888888889,5.333333333,4.714285714,5.571428571,5.333333333,5.333333333
"2894",2894,6019280,"EXPERIMENT1b","nonreaders","trial",10,2195.8,1,1,"valid","valid","nonreaders","nonreaders","singing",4.888888889,5.333333333,4.714285714,5.571428571,5.333333333,5.333333333
"2895",2916,6019280,"EXPERIMENT1beasy","nonreaders","trial",10,6128.5,1,0,"invalid","invalid","nonreaders","nonreaders","singing",4.888888889,5.333333333,4.714285714,5.571428571,5.333333333,5.333333333
"2896",2882,6019280,"EXPERIMENT1b","nonreaders","trial",11,3623.8,1,0,"valid","valid","nonreaders","nonreaders","singing",4.888888889,5.333333333,4.714285714,5.571428571,5.333333333,5.333333333
"2897",2917,6019280,"EXPERIMENT1beasy","nonreaders","trial",11,2257.7,1,1,"invalid","invalid","nonreaders","nonreaders","singing",4.888888889,5.333333333,4.714285714,5.571428571,5.333333333,5.333333333
"2898",2896,6019280,"EXPERIMENT1b","nonreaders","trial",12,2593.2,1,1,"invalid","invalid","nonreaders","nonreaders","singing",4.888888889,5.333333333,4.714285714,5.571428571,5.333333333,5.333333333
"2899",2907,6019280,"EXPERIMENT1beasy","nonreaders","trial",12,1744.7,1,1,"valid","valid","nonreaders","nonreaders","singing",4.888888889,5.333333333,4.714285714,5.571428571,5.333333333,5.333333333
"2900",2897,6019280,"EXPERIMENT1b","nonreaders","trial",13,2921.7,1,1,"invalid","invalid","nonreaders","nonreaders","singing",4.888888889,5.333333333,4.714285714,5.571428571,5.333333333,5.333333333
"2901",2908,6019280,"EXPERIMENT1beasy","nonreaders","trial",13,1624.2,1,1,"valid","valid","nonreaders","nonreaders","singing",4.888888889,5.333333333,4.714285714,5.571428571,5.333333333,5.333333333
"2902",2895,6019280,"EXPERIMENT1beasy","nonreaders","trial",14,3335.4,1,1,"valid","valid","nonreaders","nonreaders","singing",4.888888889,5.333333333,4.714285714,5.571428571,5.333333333,5.333333333
"2903",2898,6019280,"EXPERIMENT1b","nonreaders","trial",14,3287.2,1,1,"valid","valid","nonreaders","nonreaders","singing",4.888888889,5.333333333,4.714285714,5.571428571,5.333333333,5.333333333
"2904",2899,6019280,"EXPERIMENT1b","nonreaders","trial",15,2965.8,1,1,"valid","valid","nonreaders","nonreaders","singing",4.888888889,5.333333333,4.714285714,5.571428571,5.333333333,5.333333333
"2905",2909,6019280,"EXPERIMENT1beasy","nonreaders","trial",15,2791.8,1,0,"invalid","invalid","nonreaders","nonreaders","singing",4.888888889,5.333333333,4.714285714,5.571428571,5.333333333,5.333333333
"2906",2900,6019280,"EXPERIMENT1b","nonreaders","trial",16,2404.8,1,1,"neutral","neutral","nonreaders","nonreaders","singing",4.888888889,5.333333333,4.714285714,5.571428571,5.333333333,5.333333333
"2907",2919,6019280,"EXPERIMENT1beasy","nonreaders","trial",16,2796.4,1,0,"valid","valid","nonreaders","nonreaders","singing",4.888888889,5.333333333,4.714285714,5.571428571,5.333333333,5.333333333
"2908",2901,6019280,"EXPERIMENT1b","nonreaders","trial",17,1837.2,1,1,"invalid","invalid","nonreaders","nonreaders","singing",4.888888889,5.333333333,4.714285714,5.571428571,5.333333333,5.333333333
"2909",2920,6019280,"EXPERIMENT1beasy","nonreaders","trial",17,1998.6,1,1,"valid","valid","nonreaders","nonreaders","singing",4.888888889,5.333333333,4.714285714,5.571428571,5.333333333,5.333333333
"2910",2884,6019280,"EXPERIMENT1beasy","nonreaders","trial",18,2650.6,1,1,"neutral","neutral","nonreaders","nonreaders","singing",4.888888889,5.333333333,4.714285714,5.571428571,5.333333333,5.333333333
"2911",2902,6019280,"EXPERIMENT1b","nonreaders","trial",18,2673.6,1,0,"neutral","neutral","nonreaders","nonreaders","singing",4.888888889,5.333333333,4.714285714,5.571428571,5.333333333,5.333333333
"2912",2876,6019280,"EXPERIMENT1beasy","nonreaders","trial",19,4182.5,1,1,"neutral","neutral","nonreaders","nonreaders","singing",4.888888889,5.333333333,4.714285714,5.571428571,5.333333333,5.333333333
"2913",2903,6019280,"EXPERIMENT1b","nonreaders","trial",19,1925.1,1,1,"valid","valid","nonreaders","nonreaders","singing",4.888888889,5.333333333,4.714285714,5.571428571,5.333333333,5.333333333
"2914",2889,6019280,"EXPERIMENT1beasy","nonreaders","trial",20,4341,1,1,"invalid","invalid","nonreaders","nonreaders","singing",4.888888889,5.333333333,4.714285714,5.571428571,5.333333333,5.333333333
"2915",2904,6019280,"EXPERIMENT1b","nonreaders","trial",20,3086.4,1,0,"neutral","neutral","nonreaders","nonreaders","singing",4.888888889,5.333333333,4.714285714,5.571428571,5.333333333,5.333333333
"2916",2878,6019280,"EXPERIMENT1b","nonreaders","trial",21,2810.9,1,1,"valid","valid","nonreaders","nonreaders","singing",4.888888889,5.333333333,4.714285714,5.571428571,5.333333333,5.333333333
"2917",2890,6019280,"EXPERIMENT1beasy","nonreaders","trial",21,3291.9,1,1,"valid","valid","nonreaders","nonreaders","singing",4.888888889,5.333333333,4.714285714,5.571428571,5.333333333,5.333333333
"2918",2892,6019280,"EXPERIMENT1b","nonreaders","trial",22,2084.8,1,1,"valid","valid","nonreaders","nonreaders","singing",4.888888889,5.333333333,4.714285714,5.571428571,5.333333333,5.333333333
"2919",2918,6019280,"EXPERIMENT1beasy","nonreaders","trial",22,2616.4,1,1,"valid","valid","nonreaders","nonreaders","singing",4.888888889,5.333333333,4.714285714,5.571428571,5.333333333,5.333333333
"2920",2906,6019280,"EXPERIMENT1beasy","nonreaders","trial",23,3072,1,1,"neutral","neutral","nonreaders","nonreaders","singing",4.888888889,5.333333333,4.714285714,5.571428571,5.333333333,5.333333333
"2921",2921,6019280,"EXPERIMENT1b","nonreaders","trial",23,3043.5,1,0,"valid","valid","nonreaders","nonreaders","singing",4.888888889,5.333333333,4.714285714,5.571428571,5.333333333,5.333333333
"2922",2941,6019344,"EXPERIMENT1b","nonreaders","trial",1,830.9,1,1,"valid","valid","nonreaders","nonreaders","Guitar ( classic, acoustic, electric), Drums, Voice",4.777777778,6.111111111,3,4.285714286,5.166666667,4.333333333
"2923",2960,6019344,"EXPERIMENT1beasy","nonreaders","trial",1,2340.9,1,0,"valid","valid","nonreaders","nonreaders","Guitar ( classic, acoustic, electric), Drums, Voice",4.777777778,6.111111111,3,4.285714286,5.166666667,4.333333333
"2924",2923,6019344,"EXPERIMENT1b","nonreaders","trial",2,2406,1,1,"valid","valid","nonreaders","nonreaders","Guitar ( classic, acoustic, electric), Drums, Voice",4.777777778,6.111111111,3,4.285714286,5.166666667,4.333333333
"2925",2942,6019344,"EXPERIMENT1beasy","nonreaders","trial",2,3919.6,1,1,"neutral","neutral","nonreaders","nonreaders","Guitar ( classic, acoustic, electric), Drums, Voice",4.777777778,6.111111111,3,4.285714286,5.166666667,4.333333333
"2926",2924,6019344,"EXPERIMENT1b","nonreaders","trial",3,2697,1,1,"invalid","invalid","nonreaders","nonreaders","Guitar ( classic, acoustic, electric), Drums, Voice",4.777777778,6.111111111,3,4.285714286,5.166666667,4.333333333
"2927",2934,6019344,"EXPERIMENT1beasy","nonreaders","trial",3,2987.7,1,1,"valid","valid","nonreaders","nonreaders","Guitar ( classic, acoustic, electric), Drums, Voice",4.777777778,6.111111111,3,4.285714286,5.166666667,4.333333333
"2928",2922,6019344,"EXPERIMENT1b","nonreaders","trial",4,1958.8,1,1,"valid","valid","nonreaders","nonreaders","Guitar ( classic, acoustic, electric), Drums, Voice",4.777777778,6.111111111,3,4.285714286,5.166666667,4.333333333
"2929",2935,6019344,"EXPERIMENT1beasy","nonreaders","trial",4,1517.8,1,1,"valid","valid","nonreaders","nonreaders","Guitar ( classic, acoustic, electric), Drums, Voice",4.777777778,6.111111111,3,4.285714286,5.166666667,4.333333333
"2930",2925,6019344,"EXPERIMENT1b","nonreaders","trial",5,3735.4,1,1,"valid","valid","nonreaders","nonreaders","Guitar ( classic, acoustic, electric), Drums, Voice",4.777777778,6.111111111,3,4.285714286,5.166666667,4.333333333
"2931",2932,6019344,"EXPERIMENT1beasy","nonreaders","trial",5,1267,1,1,"valid","valid","nonreaders","nonreaders","Guitar ( classic, acoustic, electric), Drums, Voice",4.777777778,6.111111111,3,4.285714286,5.166666667,4.333333333
"2932",2946,6019344,"EXPERIMENT1b","nonreaders","trial",6,1370.7,1,0,"valid","valid","nonreaders","nonreaders","Guitar ( classic, acoustic, electric), Drums, Voice",4.777777778,6.111111111,3,4.285714286,5.166666667,4.333333333
"2933",2957,6019344,"EXPERIMENT1beasy","nonreaders","trial",6,4670.9,1,0,"neutral","neutral","nonreaders","nonreaders","Guitar ( classic, acoustic, electric), Drums, Voice",4.777777778,6.111111111,3,4.285714286,5.166666667,4.333333333
